collateral_id,loan_id,collateral_type,collateral_value,valuation_date
7003000,503485,Real Estate,465329.26,2024-08-30
7003001,503667,Vehicle,20806.67,2025-09-09
7003002,502773,Commercial Property,24150.5,2024-09-10
7003003,503267,Equipment,2487.19,2026-07-16
7003004,500122,Vehicle,4167.68,2024-02-05
7003005,504040,Commercial Property,216694.45,2023-09-02
7003006,503242,Equipment,37948.03,2025-01-19
7003007,504101,Vehicle,32462.92,2024-12-06
7003008,502476,Other,8633.05,2024-07-09
7003009,501408,Other,25541.97,2026-04-18
7003010,502415,Vehicle,68917.66,2023-04-21
7003011,500342,Real Estate,24196.78,2023-10-14
7003012,502230,Vehicle,222849.92,2026-02-18
7003013,503864,Real Estate,11808.07,2024-11-01
7003014,500771,Equipment,191808.23,2024-04-17
7003015,502826,Commercial Property,36569.05,2024-11-13
7003016,500483,Real Estate,191291.49,2025-08-27
7003017,502016,Vehicle,7525.75,2024-09-01
7003018,500820,Commercial Property,42621.61,2025-01-25
7003019,503677,Commercial Property,10504.13,2025-08-13
7003020,502247,Vehicle,599835.42,2025-12-01
7003021,502340,Equipment,122605.95,2025-11-19
7003022,500856,Vehicle,294270.99,2023-06-17
7003023,501444,Real Estate,156967.76,2025-08-04
7003024,502655,Vehicle,5670.13,2026-05-31
7003025,501122,Real Estate,27438.42,2024-01-03
7003026,501963,Other,206585.25,2026-01-10
7003027,502863,Vehicle,29027.73,2024-07-22
7003028,504745,Real Estate,10978.9,2025-11-22
7003029,504030,Commercial Property,29567.33,2024-09-21
7003030,504114,Equipment,71441.47,2026-01-04
7003031,503424,Equipment,86830.31,2024-06-22
7003032,503316,Real Estate,8033.66,2025-12-27
7003033,503596,Vehicle,138970.1,2025-06-06
7003034,500716,Equipment,74712.28,2025-10-06
7003035,504421,Other,21800.63,2024-02-26
7003036,501923,Real Estate,280952.35,2026-03-22
7003037,501079,Commercial Property,749362.25,2025-08-04
7003038,500338,Real Estate,343028.86,2025-02-02
7003039,503366,Real Estate,72470.48,2025-08-05
7003040,500592,Real Estate,42905.19,2024-07-07
7003041,503946,Vehicle,102208.65,2026-02-16
7003042,500598,Real Estate,9054.49,2023-02-15
7003043,501556,Real Estate,29159.74,2023-02-17
7003044,500523,Commercial Property,17022.6,2024-02-07
7003045,502562,Other,13522.55,2024-11-27
7003046,503671,Real Estate,126944.03,2026-03-03
7003047,502847,Vehicle,5170.58,2025-06-09
7003048,502421,Commercial Property,413656.06,2026-07-26
7003049,503105,Real Estate,391828.76,2023-09-17
7003050,503841,Vehicle,26533.98,2024-06-30
7003051,500051,Vehicle,10889.09,2025-09-19
7003052,503570,Real Estate,107316.52,2025-07-27
7003053,501368,Real Estate,53724.99,2023-01-20
7003054,503121,Real Estate,111539.13,2024-10-30
7003055,503940,Other,71085.42,2024-07-18
7003056,500558,Equipment,25540.4,2025-11-04
7003057,500688,Other,193020.63,2024-10-16
7003058,502030,Equipment,81527.22,2024-03-31
7003059,500045,Equipment,281837.77,2025-12-10
7003060,500618,Vehicle,127469.23,2024-07-15
7003061,504637,Commercial Property,123182.45,2026-08-21
7003062,500819,Vehicle,139631.88,2026-02-05
7003063,500459,Real Estate,1033756.76,2025-08-02
7003064,501709,Real Estate,43547.55,2025-06-19
7003065,502951,Equipment,447447.68,2023-06-19
7003066,500409,Real Estate,35731.43,2025-10-29
7003067,502964,Commercial Property,19958.86,2024-03-16
7003068,500861,Real Estate,24070.05,2026-01-06
7003069,501931,Real Estate,138572.2,2023-11-20
7003070,503580,Commercial Property,203260.54,2024-08-20
7003071,504344,Commercial Property,243888.38,2023-07-22
7003072,504412,Vehicle,10955.67,2024-11-24
7003073,502931,Vehicle,95414.91,2025-05-01
7003074,500750,Real Estate,56521.48,2025-07-08
7003075,502134,Vehicle,499526.15,2023-01-18
7003076,503065,Vehicle,325680.23,2024-10-22
7003077,501391,Vehicle,4390.92,2024-11-01
7003078,503931,Real Estate,310104.54,2025-09-26
7003079,501000,Equipment,2540.4,2026-02-22
7003080,501915,Vehicle,15075.75,2026-08-26
7003081,500289,Equipment,19947.65,2024-08-09
7003082,504973,Real Estate,30280.34,2023-01-29
7003083,502497,Real Estate,126771.1,2025-03-07
7003084,500324,Equipment,153025.44,2023-05-28
7003085,503077,Vehicle,161599.16,2024-01-28
7003086,503511,Real Estate,27747.08,2026-05-31
7003087,503574,Commercial Property,19665.11,2023-01-15
7003088,504320,Equipment,28485.02,2026-04-15
7003089,500844,Equipment,19790.19,2023-08-31
7003090,500997,Vehicle,7155.79,2023-07-28
7003091,504385,Equipment,50486.24,2024-04-12
7003092,500537,Equipment,59580.35,2024-02-12
7003093,503593,Real Estate,75669.0,2026-07-14
7003094,500181,Equipment,52818.1,2025-02-19
7003095,504349,Commercial Property,23108.86,2026-07-24
7003096,504627,Commercial Property,45118.45,2023-01-23
7003097,501493,Vehicle,172054.2,2024-02-14
7003098,504321,Real Estate,217366.96,2025-09-25
7003099,504611,Vehicle,18735.46,2024-01-24
7003100,502720,Vehicle,314470.64,2025-05-31
7003101,504107,Real Estate,275017.72,2025-11-23
7003102,504181,Equipment,8058.66,2026-06-16
7003103,504065,Real Estate,12012.74,2025-12-22
7003104,503038,Real Estate,160869.96,2023-08-02
7003105,500966,Equipment,275636.06,2024-07-11
7003106,503554,Commercial Property,153609.02,2023-11-19
7003107,503850,Commercial Property,74827.15,2023-09-30
7003108,504384,Vehicle,42516.76,2026-02-01
7003109,503455,Real Estate,16556.81,2025-06-26
7003110,502915,Equipment,79044.47,2026-04-21
7003111,502433,Other,329889.7,2025-12-01
7003112,502410,Real Estate,14768.52,2024-08-04
7003113,503382,Vehicle,237749.3,2023-10-26
7003114,502960,Real Estate,15401.55,2026-06-01
7003115,502286,Real Estate,32630.57,2024-06-05
7003116,500380,Real Estate,198211.42,2023-12-02
7003117,504879,Real Estate,512718.46,2026-08-25
7003118,504451,Commercial Property,17526.73,2025-09-24
7003119,504518,Vehicle,129084.99,2023-08-18
7003120,500410,Commercial Property,13813.77,2023-03-21
7003121,502374,Equipment,121311.27,2023-11-15
7003122,502733,Vehicle,15843.97,2023-11-01
7003123,503073,Real Estate,23946.13,2023-02-01
7003124,502783,Vehicle,23850.79,2025-10-27
7003125,503155,Real Estate,51979.1,2023-08-04
7003126,503504,Other,385074.43,2026-06-24
7003127,501177,Equipment,167823.57,2024-10-24
7003128,503014,Vehicle,18605.48,2026-06-06
7003129,504773,Other,312049.9,2025-02-12
7003130,503359,Real Estate,62435.19,2023-03-30
7003131,503311,Commercial Property,5292.54,2024-10-29
7003132,500871,Commercial Property,59870.74,2024-05-10
7003133,500520,Other,40124.56,2024-05-12
7003134,502412,Vehicle,23714.91,2025-08-13
7003135,500853,Real Estate,148712.09,2025-10-03
7003136,502737,Real Estate,177798.34,2025-01-25
7003137,500788,Real Estate,49018.77,2024-07-19
7003138,504513,Commercial Property,123936.3,2023-06-15
7003139,500641,Vehicle,22699.82,2025-06-20
7003140,500867,Vehicle,51226.77,2024-03-04
7003141,504719,Equipment,45343.24,2023-05-07
7003142,500880,Vehicle,171243.7,2024-11-08
7003143,503004,Real Estate,107518.41,2024-09-21
7003144,504547,Real Estate,17526.23,2026-01-09
7003145,500811,Other,22040.9,2024-07-01
7003146,501933,Equipment,445095.64,2026-07-27
7003147,501682,Vehicle,9504.79,2025-10-17
7003148,504753,Real Estate,51537.84,2024-09-13
7003149,503254,Other,79510.38,2024-11-05
7003150,504691,Equipment,12304.96,2026-08-29
7003151,500437,Real Estate,55173.06,2025-12-05
7003152,504165,Vehicle,37872.81,2026-05-01
7003153,504562,Equipment,535807.62,2026-04-02
7003154,500382,Real Estate,34774.62,2024-03-18
7003155,501528,Vehicle,42467.22,2026-03-07
7003156,500155,Equipment,10572.87,2025-10-23
7003157,502648,Vehicle,21175.64,2024-03-16
7003158,503665,Vehicle,148027.08,2024-10-31
7003159,504610,Commercial Property,193436.83,2023-01-05
7003160,502248,Real Estate,118407.12,2024-04-12
7003161,503987,Equipment,39053.6,2023-02-15
7003162,503604,Equipment,80819.98,2024-09-06
7003163,504466,Other,196675.92,2025-03-16
7003164,501144,Vehicle,86963.05,2024-02-10
7003165,503321,Other,135258.26,2023-03-17
7003166,502516,Real Estate,15711.04,2023-04-02
7003167,502337,Real Estate,61703.16,2023-12-02
7003168,500675,Vehicle,104886.72,2024-08-05
7003169,502659,Real Estate,75145.47,2026-07-11
7003170,500080,Vehicle,209038.38,2025-04-13
7003171,504327,Real Estate,282324.94,2024-09-02
7003172,502766,Equipment,18173.52,2023-12-06
7003173,502028,Real Estate,26485.4,2025-07-20
7003174,502323,Real Estate,452013.91,2026-05-11
7003175,503894,Commercial Property,112212.32,2024-08-14
7003176,504659,Commercial Property,6598.2,2026-01-17
7003177,500711,Vehicle,4739.01,2026-04-28
7003178,504441,Vehicle,3212.22,2023-07-15
7003179,500270,Real Estate,21212.4,2024-05-24
7003180,503607,Other,274718.72,2024-05-27
7003181,500555,Real Estate,589013.38,2026-04-08
7003182,504913,Vehicle,35178.67,2025-10-29
7003183,500390,Equipment,87884.65,2025-07-04
7003184,501170,Real Estate,113748.79,2024-10-02
7003185,502613,Other,15473.75,2025-03-26
7003186,504644,Real Estate,20127.57,2024-02-03
7003187,500978,Commercial Property,46287.51,2024-08-07
7003188,503518,Equipment,39047.33,2024-04-15
7003189,501890,Real Estate,71376.92,2024-08-16
7003190,502729,Equipment,5069.16,2023-07-04
7003191,503528,Other,44443.85,2025-04-18
7003192,501443,Vehicle,91160.59,2026-02-14
7003193,502045,Equipment,93314.79,2025-02-11
7003194,504581,Vehicle,220469.76,2024-05-26
7003195,500381,Commercial Property,17444.38,2023-05-21
7003196,504911,Equipment,21825.32,2024-06-22
7003197,503848,Real Estate,307620.62,2023-12-17
7003198,504444,Real Estate,120898.88,2024-03-16
7003199,504219,Real Estate,9568.74,2025-03-27
7003200,501003,Commercial Property,42484.79,2026-02-19
7003201,504195,Vehicle,16321.69,2024-09-02
7003202,501522,Equipment,13029.98,2025-06-12
7003203,500908,Real Estate,75914.59,2023-10-21
7003204,503220,Real Estate,374377.85,2025-12-31
7003205,502502,Commercial Property,16101.18,2025-12-01
7003206,504254,Real Estate,17615.11,2024-10-10
7003207,503046,Real Estate,104742.21,2023-01-24
7003208,501130,Real Estate,79772.84,2023-12-10
7003209,501527,Equipment,26416.12,2024-10-08
7003210,502408,Vehicle,5354.07,2026-04-03
7003211,500344,Real Estate,22742.74,2023-04-30
7003212,501252,Vehicle,17529.19,2026-03-11
7003213,502850,Commercial Property,11170.19,2026-06-01
7003214,503877,Real Estate,175151.16,2026-01-12
7003215,500425,Real Estate,225523.46,2023-11-09
7003216,500038,Vehicle,3720.84,2025-11-25
7003217,500450,Other,56461.49,2026-04-21
7003218,500480,Real Estate,171813.01,2025-08-17
7003219,501753,Commercial Property,107506.07,2024-08-17
7003220,500034,Commercial Property,41714.53,2023-12-20
7003221,500958,Vehicle,6644.14,2023-11-20
7003222,500430,Vehicle,179630.73,2026-06-01
7003223,504984,Real Estate,56559.7,2025-01-28
7003224,500377,Real Estate,458207.77,2025-04-04
7003225,504804,Commercial Property,226111.01,2025-12-12
7003226,501313,Real Estate,842143.44,2024-04-25
7003227,502563,Other,29396.56,2024-12-18
7003228,503391,Equipment,361910.76,2024-11-22
7003229,503257,Vehicle,6422.67,2025-09-23
7003230,501112,Real Estate,47845.08,2025-04-27
7003231,502166,Real Estate,19886.78,2026-08-01
7003232,500310,Real Estate,26099.33,2023-08-14
7003233,504525,Commercial Property,416159.5,2026-04-08
7003234,501476,Other,29505.77,2024-05-19
7003235,503830,Vehicle,20240.22,2023-03-20
7003236,502112,Vehicle,90387.97,2024-04-27
7003237,503249,Equipment,155827.17,2024-02-19
7003238,501978,Real Estate,152232.11,2025-03-01
7003239,500489,Real Estate,53525.5,2024-08-22
7003240,503575,Real Estate,82888.4,2024-01-17
7003241,502798,Vehicle,22081.17,2026-06-27
7003242,503507,Vehicle,11641.58,2024-09-24
7003243,502912,Real Estate,76891.36,2024-09-25
7003244,502290,Real Estate,17573.04,2024-10-14
7003245,504326,Vehicle,45276.21,2026-08-18
7003246,500935,Other,5539.78,2026-07-31
7003247,502284,Vehicle,183697.61,2026-01-31
7003248,504074,Real Estate,46821.21,2024-10-24
7003249,503185,Vehicle,9038.13,2025-02-08
7003250,503233,Equipment,46959.06,2026-05-12
7003251,502075,Commercial Property,45801.47,2023-09-12
7003252,503878,Real Estate,175909.25,2023-02-04
7003253,503695,Commercial Property,13969.57,2025-11-18
7003254,500389,Equipment,113812.49,2025-07-25
7003255,501281,Real Estate,124213.47,2024-01-20
7003256,501742,Real Estate,14682.49,2024-03-16
7003257,502701,Real Estate,18564.23,2024-06-25
7003258,503536,Real Estate,57465.95,2023-11-18
7003259,500205,Commercial Property,6792.3,2023-09-17
7003260,503204,Real Estate,60725.66,2026-03-29
7003261,504374,Real Estate,68323.27,2023-06-17
7003262,501273,Vehicle,429124.41,2026-04-04
7003263,502066,Real Estate,18033.85,2025-10-19
7003264,502133,Real Estate,5285.14,2023-06-19
7003265,503933,Vehicle,188444.95,2024-04-30
7003266,502605,Vehicle,113453.63,2026-05-07
7003267,502867,Vehicle,16737.79,2025-01-27
7003268,504445,Real Estate,14296.24,2026-01-11
7003269,502538,Vehicle,185966.02,2026-04-18
7003270,502411,Equipment,6452.9,2024-07-05
7003271,500152,Real Estate,138266.13,2023-07-11
7003272,504296,Real Estate,302896.39,2023-08-02
7003273,500657,Real Estate,117840.61,2025-08-11
7003274,501092,Equipment,37457.68,2024-03-20
7003275,503811,Equipment,60918.34,2023-06-11
7003276,500219,Equipment,99216.29,2024-02-10
7003277,504670,Real Estate,478277.81,2023-03-15
7003278,500215,Real Estate,233351.19,2025-03-01
7003279,504780,Equipment,15575.76,2023-09-19
7003280,502099,Equipment,42370.74,2023-08-02
7003281,503785,Other,363108.84,2023-03-14
7003282,504335,Real Estate,2831.52,2025-09-07
7003283,501098,Real Estate,297372.64,2023-09-10
7003284,504557,Vehicle,27915.53,2026-06-09
7003285,501311,Commercial Property,65312.58,2023-05-23
7003286,503619,Real Estate,46699.03,2025-07-16
7003287,504568,Equipment,160951.45,2024-06-17
7003288,502574,Vehicle,7192.71,2025-12-09
7003289,500621,Real Estate,422627.55,2023-12-02
7003290,502214,Commercial Property,23798.37,2025-07-17
7003291,502474,Equipment,110908.22,2026-05-29
7003292,503374,Vehicle,101438.61,2025-04-05
7003293,502249,Commercial Property,12419.93,2023-10-12
7003294,500636,Vehicle,340906.74,2024-06-07
7003295,503565,Real Estate,216312.45,2023-01-28
7003296,502352,Equipment,6362.49,2025-01-27
7003297,501726,Equipment,202204.61,2025-12-25
7003298,503812,Real Estate,290838.61,2025-11-21
7003299,504234,Real Estate,115750.92,2026-01-03
7003300,503998,Real Estate,183856.78,2024-09-01
7003301,501140,Real Estate,28378.41,2025-03-13
7003302,501026,Equipment,339205.95,2023-11-28
7003303,500383,Vehicle,69695.63,2024-03-05
7003304,500024,Commercial Property,55964.24,2026-04-26
7003305,503320,Real Estate,30627.06,2026-03-31
7003306,501876,Vehicle,188399.18,2026-06-21
7003307,502771,Real Estate,500669.91,2024-05-11
7003308,501035,Vehicle,4328.21,2025-02-11
7003309,503408,Real Estate,152259.47,2025-07-13
7003310,502998,Equipment,245233.2,2025-07-31
7003311,501794,Commercial Property,54807.34,2026-02-25
7003312,501172,Commercial Property,275248.48,2025-11-12
7003313,503909,Real Estate,2074.43,2025-01-27
7003314,503912,Vehicle,6864.92,2026-01-17
7003315,504237,Real Estate,21332.34,2026-02-12
7003316,504795,Real Estate,23178.26,2025-03-13
7003317,501248,Vehicle,23506.61,2023-07-06
7003318,500196,Equipment,202652.24,2026-03-14
7003319,501741,Vehicle,36678.3,2024-03-07
7003320,500715,Vehicle,765211.69,2024-01-29
7003321,501642,Equipment,257554.74,2025-07-10
7003322,502699,Real Estate,26305.08,2023-10-17
7003323,501390,Vehicle,4997.65,2024-07-03
7003324,503279,Real Estate,61379.44,2025-11-22
7003325,503148,Real Estate,365045.24,2024-09-16
7003326,504854,Vehicle,21341.51,2023-05-15
7003327,501698,Equipment,15138.94,2024-06-08
7003328,501676,Equipment,269123.84,2025-02-24
7003329,503943,Real Estate,512862.93,2025-06-26
7003330,501392,Vehicle,60866.59,2026-05-15
7003331,502269,Vehicle,73528.15,2023-04-20
7003332,502751,Real Estate,176830.47,2025-03-22
7003333,504953,Commercial Property,461265.86,2025-10-01
7003334,502779,Real Estate,201330.13,2026-06-15
7003335,501777,Real Estate,38220.41,2026-04-25
7003336,500111,Commercial Property,16562.61,2024-06-03
7003337,503214,Commercial Property,434929.46,2023-08-15
7003338,500112,Commercial Property,128752.9,2024-08-15
7003339,502633,Commercial Property,38284.72,2025-08-10
7003340,502085,Equipment,191571.66,2026-04-05
7003341,502093,Real Estate,52972.49,2026-04-25
7003342,503456,Commercial Property,35632.87,2023-05-02
7003343,500907,Vehicle,5410.5,2023-12-21
7003344,504191,Real Estate,270313.59,2024-07-22
7003345,502559,Real Estate,76161.11,2026-06-16
7003346,503244,Commercial Property,89137.49,2025-08-06
7003347,504946,Real Estate,117625.83,2026-03-09
7003348,502609,Vehicle,324336.52,2024-05-03
7003349,500892,Real Estate,46456.58,2024-12-03
7003350,502180,Real Estate,84146.3,2023-08-05
7003351,500276,Other,17417.21,2026-08-29
7003352,502900,Vehicle,2296.06,2024-03-09
7003353,504436,Other,12654.81,2023-09-03
7003354,501327,Real Estate,53284.82,2024-06-03
7003355,504985,Real Estate,486082.64,2025-04-19
7003356,504104,Vehicle,226561.08,2024-10-12
7003357,504036,Real Estate,39051.73,2024-11-06
7003358,500397,Vehicle,287268.66,2025-09-26
7003359,500948,Commercial Property,8144.11,2026-06-25
7003360,502432,Commercial Property,42268.46,2025-02-26
7003361,501795,Real Estate,53723.47,2025-10-01
7003362,504351,Real Estate,26716.63,2024-09-09
7003363,502979,Real Estate,20900.55,2025-07-09
7003364,501691,Real Estate,232246.97,2023-08-31
7003365,503928,Real Estate,29360.77,2026-06-09
7003366,501634,Equipment,31341.93,2024-02-17
7003367,500701,Commercial Property,37609.56,2023-11-24
7003368,504376,Commercial Property,14951.64,2026-02-15
7003369,500876,Vehicle,25725.96,2023-03-09
7003370,500325,Vehicle,214115.56,2023-06-17
7003371,504617,Equipment,10799.95,2025-11-15
7003372,504170,Real Estate,38521.31,2024-03-21
7003373,504458,Equipment,100186.78,2023-02-02
7003374,504063,Real Estate,205122.4,2025-08-05
7003375,500599,Real Estate,123174.45,2024-07-31
7003376,501105,Vehicle,127665.79,2026-01-06
7003377,503490,Real Estate,162545.93,2024-02-12
7003378,500235,Real Estate,161975.59,2025-12-29
7003379,503173,Vehicle,657211.85,2025-09-09
7003380,504626,Vehicle,7284.27,2026-05-31
7003381,501550,Real Estate,13910.98,2023-05-16
7003382,501942,Commercial Property,15264.0,2024-01-16
7003383,504261,Other,89382.64,2024-05-26
7003384,500591,Equipment,22467.03,2025-02-01
7003385,501131,Vehicle,26887.08,2024-09-16
7003386,503176,Vehicle,16715.08,2023-07-25
7003387,500687,Equipment,100471.75,2024-04-14
7003388,501132,Equipment,88796.15,2024-08-19
7003389,504291,Real Estate,536674.31,2023-10-10
7003390,504178,Equipment,49700.73,2026-03-27
7003391,504809,Real Estate,201501.86,2025-06-12
7003392,502253,Commercial Property,56266.75,2024-06-09
7003393,500146,Equipment,100488.39,2026-05-17
7003394,500087,Real Estate,79704.34,2024-12-16
7003395,503407,Vehicle,141804.23,2023-12-29
7003396,501159,Equipment,118528.37,2023-12-01
7003397,503679,Equipment,85666.3,2026-08-01
7003398,503182,Vehicle,458254.46,2025-02-08
7003399,500652,Commercial Property,65395.34,2023-05-20
7003400,502342,Real Estate,17848.76,2026-07-28
7003401,500569,Commercial Property,4421.13,2024-06-17
7003402,504058,Vehicle,2170.74,2023-10-23
7003403,501894,Real Estate,49719.42,2023-02-10
7003404,504383,Other,9126.52,2024-05-24
7003405,503697,Real Estate,44405.23,2023-03-21
7003406,500254,Vehicle,179820.78,2025-11-06
7003407,500870,Vehicle,26450.3,2025-08-26
7003408,504660,Commercial Property,66100.97,2025-02-03
7003409,500801,Other,45819.07,2026-04-08
7003410,500120,Other,4011.18,2024-09-23
7003411,501007,Vehicle,88307.65,2025-07-28
7003412,502124,Equipment,16143.4,2025-02-13
7003413,501618,Equipment,27839.07,2025-07-02
7003414,501808,Equipment,532291.15,2023-12-22
7003415,504011,Vehicle,16571.42,2026-06-12
7003416,503689,Real Estate,22597.43,2024-06-26
7003417,501367,Real Estate,28902.47,2023-10-24
7003418,503219,Real Estate,238849.47,2025-11-30
7003419,500444,Equipment,11446.67,2023-05-23
7003420,504602,Real Estate,647626.75,2023-08-19
7003421,501536,Equipment,26303.21,2024-01-15
7003422,501975,Vehicle,57719.4,2024-05-02
7003423,501722,Vehicle,4659.55,2023-04-04
7003424,502059,Equipment,2551.49,2025-05-26
7003425,500185,Equipment,167081.52,2026-06-12
7003426,501756,Equipment,7358.53,2023-10-02
7003427,504669,Equipment,33004.25,2024-06-23
7003428,503803,Vehicle,187787.24,2026-07-27
7003429,502508,Commercial Property,14059.68,2024-02-09
7003430,502420,Other,79680.0,2024-12-28
7003431,504135,Real Estate,1451.9,2023-03-03
7003432,502429,Real Estate,147078.54,2023-01-29
7003433,502534,Vehicle,169029.23,2025-02-14
7003434,504432,Equipment,131333.0,2023-06-24
7003435,504394,Equipment,11038.86,2025-07-22
7003436,500376,Vehicle,227910.36,2026-05-07
7003437,501530,Real Estate,303674.13,2024-07-09
7003438,500262,Equipment,220768.92,2025-01-31
7003439,501784,Real Estate,9469.33,2023-12-04
7003440,501475,Equipment,16106.2,2024-12-30
7003441,503102,Equipment,113416.24,2026-07-11
7003442,504127,Vehicle,31762.31,2024-01-25
7003443,503613,Vehicle,481078.9,2025-03-09
7003444,500987,Equipment,34505.67,2026-07-16
7003445,504552,Real Estate,5882.64,2025-04-29
7003446,504600,Vehicle,79951.99,2023-07-30
7003447,504157,Real Estate,215431.67,2024-10-25
7003448,500929,Vehicle,37758.78,2024-06-11
7003449,500686,Vehicle,15640.84,2025-01-05
7003450,500210,Vehicle,161205.06,2026-02-21
7003451,502958,Commercial Property,45439.76,2026-06-10
7003452,504576,Equipment,48135.5,2023-05-06
7003453,504472,Commercial Property,68879.77,2024-12-11
7003454,503199,Vehicle,11763.7,2026-06-05
7003455,500048,Real Estate,23633.42,2024-06-24
7003456,504768,Real Estate,99011.9,2023-11-15
7003457,504179,Vehicle,45910.0,2023-08-06
7003458,500190,Real Estate,291891.69,2026-04-20
7003459,504707,Equipment,143824.51,2024-07-02
7003460,503261,Equipment,35807.18,2026-02-24
7003461,502173,Real Estate,147203.06,2026-04-19
7003462,501513,Equipment,209285.96,2023-02-24
7003463,504095,Other,13678.48,2026-08-30
7003464,501702,Equipment,55852.2,2026-02-15
7003465,503833,Equipment,10009.13,2023-08-24
7003466,503691,Other,257251.78,2024-07-18
7003467,501575,Real Estate,491091.99,2025-06-05
7003468,504449,Equipment,7997.5,2023-04-26
7003469,503614,Vehicle,71321.38,2024-09-10
7003470,502196,Real Estate,36321.43,2024-02-14
7003471,502022,Real Estate,1296066.1,2025-03-10
7003472,502470,Vehicle,29088.76,2024-03-28
7003473,500495,Real Estate,41780.76,2025-08-13
7003474,502999,Vehicle,114069.2,2023-01-22
7003475,503096,Other,50504.77,2023-03-23
7003476,503178,Equipment,46761.02,2024-06-05
7003477,502823,Equipment,704112.64,2025-03-06
7003478,503390,Vehicle,222394.38,2026-03-12
7003479,503890,Vehicle,43675.52,2023-09-25
7003480,500883,Real Estate,59666.19,2025-04-21
7003481,502322,Vehicle,123144.1,2025-09-14
7003482,503035,Real Estate,13892.59,2025-05-23
7003483,500346,Real Estate,18144.26,2024-06-29
7003484,504467,Real Estate,38657.31,2025-01-01
7003485,501542,Commercial Property,255763.34,2026-08-01
7003486,500268,Equipment,55169.96,2025-05-29
7003487,504048,Commercial Property,139633.67,2026-05-15
7003488,502665,Real Estate,17199.62,2023-04-17
7003489,501449,Vehicle,21009.16,2024-06-21
7003490,504759,Equipment,453714.68,2023-06-25
7003491,501699,Equipment,43308.21,2026-06-26
7003492,502388,Real Estate,382000.18,2025-02-03
7003493,501605,Commercial Property,63386.08,2026-07-10
7003494,502905,Other,134782.25,2023-06-15
7003495,503003,Real Estate,22279.33,2023-01-16
7003496,501694,Vehicle,13918.65,2025-02-11
7003497,504848,Vehicle,310676.75,2025-03-15
7003498,502735,Other,43656.38,2026-02-23
7003499,503883,Real Estate,234394.37,2025-05-31
7003500,501798,Real Estate,117766.72,2025-11-02
7003501,502894,Vehicle,13672.14,2026-05-04
7003502,500779,Real Estate,397047.69,2025-03-25
7003503,500825,Commercial Property,406648.02,2025-11-03
7003504,502664,Commercial Property,46421.79,2023-08-01
7003505,503765,Commercial Property,182397.92,2026-06-24
7003506,504397,Equipment,12105.92,2023-10-11
7003507,501442,Equipment,38306.15,2024-12-26
7003508,500364,Vehicle,125692.31,2023-09-09
7003509,502094,Equipment,44930.54,2025-07-01
7003510,501641,Vehicle,3440.95,2025-05-08
7003511,503584,Real Estate,69245.09,2026-03-19
7003512,503028,Vehicle,219737.75,2024-07-30
7003513,500673,Real Estate,298154.79,2024-08-22
7003514,502530,Real Estate,60986.06,2025-06-11
7003515,500932,Vehicle,36168.18,2025-01-19
7003516,504370,Real Estate,21472.2,2024-10-17
7003517,504754,Equipment,196982.56,2024-08-06
7003518,501875,Real Estate,85424.65,2025-05-04
7003519,501142,Equipment,105655.5,2025-11-10
7003520,502428,Vehicle,91449.83,2024-08-20
7003521,504861,Real Estate,180618.24,2025-11-24
7003522,501093,Commercial Property,85970.08,2023-02-04
7003523,500954,Commercial Property,11931.72,2026-05-04
7003524,502114,Real Estate,159328.44,2024-11-28
7003525,502877,Real Estate,269634.53,2023-04-17
7003526,503444,Vehicle,65215.87,2025-08-27
7003527,504808,Equipment,5926.53,2024-06-30
7003528,504847,Vehicle,406976.02,2025-07-19
7003529,501842,Other,25654.08,2023-02-01
7003530,504465,Real Estate,10319.48,2025-01-20
7003531,500925,Vehicle,87859.93,2026-01-15
7003532,502556,Vehicle,65851.72,2023-06-22
7003533,502796,Vehicle,166985.81,2023-08-12
7003534,503076,Vehicle,156397.82,2024-02-24
7003535,502808,Real Estate,232242.35,2025-08-14
7003536,503856,Equipment,288359.96,2025-03-30
7003537,504814,Real Estate,87020.84,2023-10-03
7003538,503853,Other,100713.31,2023-05-12
7003539,502734,Vehicle,395370.37,2026-05-08
7003540,501223,Vehicle,184679.04,2025-04-12
7003541,500881,Real Estate,205685.76,2025-01-02
7003542,503847,Vehicle,12483.54,2023-10-24
7003543,502370,Vehicle,227048.16,2024-10-12
7003544,504662,Vehicle,3269.95,2025-04-16
7003545,503576,Vehicle,31615.35,2023-02-24
7003546,504892,Equipment,276139.68,2025-03-12
7003547,500123,Real Estate,36817.98,2025-10-16
7003548,500608,Equipment,10349.78,2024-02-19
7003549,502041,Real Estate,395781.09,2023-08-13
7003550,501432,Real Estate,65987.94,2026-02-10
7003551,503870,Vehicle,231719.44,2026-05-24
7003552,502533,Real Estate,160769.13,2023-12-31
7003553,501212,Real Estate,112350.32,2026-06-06
7003554,502860,Vehicle,112721.54,2024-03-06
7003555,502127,Other,153804.05,2026-02-27
7003556,503502,Real Estate,15366.25,2023-12-03
7003557,503248,Vehicle,30054.85,2025-12-09
7003558,504071,Real Estate,8406.8,2025-09-12
7003559,500610,Commercial Property,197084.12,2024-05-13
7003560,503522,Real Estate,70675.39,2023-03-24
7003561,502906,Real Estate,74898.52,2024-11-11
7003562,502986,Other,153820.43,2023-11-28
7003563,502837,Real Estate,398088.11,2026-03-03
