payment_id,loan_id,payment_date,scheduled_amount,actual_payment,principal_paid,interest_paid,days_past_due,payment_status
9012492,504164,2022-08-04,1991.85,1980.19,1968.72,11.47,60,Late
9012493,504165,2020-10-13,1184.12,1208.12,1203.68,4.44,0,Paid
9012494,504165,2021-01-11,1258.58,1244.01,1239.29,4.72,0,Paid
9012495,504165,2021-04-11,1228.95,1172.71,1168.1,4.61,60,Late
9012496,504166,2024-09-20,1319.98,1345.48,1331.52,13.96,0,Paid
9012497,504166,2024-12-19,1306.52,1003.79,989.97,13.82,45,Late
9012498,504166,2025-03-19,1329.94,1188.71,1174.64,14.06,60,Late
9012499,504167,2021-10-02,1495.27,1289.79,1275.17,14.62,30,Late
9012500,504167,2021-12-31,1487.12,1431.33,1416.79,14.54,90,Late
9012501,504167,2022-03-31,1524.61,1235.04,1220.14,14.9,5,Late
9012502,504168,2022-03-29,1844.83,1786.5,1778.16,8.33,60,Late
9012503,504168,2022-06-27,1877.49,1513.93,1505.45,8.48,60,Late
9012504,504168,2022-09-25,1869.03,1695.62,1687.17,8.44,60,Late
9012505,504169,2020-11-29,15452.99,15260.45,15080.56,179.9,0,Paid
9012506,504169,2021-02-27,15443.78,15276.37,15096.58,179.79,0,Paid
9012507,504169,2021-05-28,14298.9,14065.16,13898.69,166.46,0,Paid
9012508,504170,2024-12-09,1700.33,1531.76,1517.68,14.08,45,Late
9012509,504170,2025-03-09,1649.71,1367.54,1353.88,13.67,15,Late
9012510,504170,2025-06-07,1668.07,1258.69,1244.88,13.82,45,Late
9012511,504171,2021-07-23,10167.78,8681.73,8621.32,60.41,5,Late
9012512,504171,2021-10-21,11076.31,9549.47,9483.66,65.81,30,Late
9012513,504171,2022-01-19,10406.53,10128.63,10066.79,61.83,0,Paid
9012514,504172,2024-08-21,14762.65,14439.64,14393.01,46.63,0,Paid
9012515,504172,2024-11-19,14608.59,12076.93,12030.79,46.14,10,Late
9012516,504172,2025-02-17,14557.46,14752.01,14706.03,45.98,0,Paid
9012517,504173,2019-06-24,800.34,647.12,640.21,6.9,45,Late
9012518,504173,2019-09-22,815.08,712.15,705.12,7.03,90,Late
9012519,504173,2019-12-21,764.64,618.04,611.44,6.59,45,Late
9012520,504174,2023-05-16,3626.46,2849.24,2834.7,14.54,30,Late
9012521,504174,2023-08-14,3685.22,3750.06,3735.29,14.77,0,Paid
9012522,504174,2023-11-12,3719.92,3280.7,3265.79,14.91,5,Late
9012523,504175,2021-05-15,456.98,463.94,458.6,5.34,0,Paid
9012524,504175,2021-08-13,453.15,444.46,439.16,5.3,0,Paid
9012525,504175,2021-11-11,440.87,444.62,439.46,5.15,0,Paid
9012526,504176,2020-07-18,856.77,858.68,852.33,6.35,0,Paid
9012527,504176,2020-10-16,845.19,860.57,854.3,6.27,10,Late
9012528,504176,2021-01-14,810.46,791.12,785.11,6.01,60,Late
9012529,504177,2021-11-09,13441.22,13784.12,13714.12,70.01,0,Paid
9012530,504177,2022-02-07,13031.27,13259.17,13191.3,67.87,0,Paid
9012531,504177,2022-05-08,14312.33,14640.56,14566.02,74.54,0,Paid
9012532,504178,2023-06-12,1715.63,1664.94,1658.96,5.98,0,Paid
9012533,504178,2023-09-10,1711.21,1753.03,1747.07,5.96,0,Paid
9012534,504178,2023-12-09,1757.17,1389.86,1383.74,6.12,10,Late
9012535,504179,2021-08-11,2353.79,1791.24,1778.06,13.18,5,Late
9012536,504179,2021-11-09,2374.77,2394.04,2380.74,13.3,0,Paid
9012537,504179,2022-02-07,2398.88,2409.57,2396.13,13.43,0,Paid
9012538,504180,2020-03-12,543.07,530.45,526.38,4.07,0,Paid
9012539,504180,2020-06-10,546.59,540.47,536.37,4.1,0,Paid
9012540,504180,2020-09-08,528.36,513.45,509.49,3.96,90,Late
9012541,504181,2025-12-06,2051.85,2016.6,1992.7,23.9,0,Paid
9012542,504181,2026-03-06,2042.53,1584.79,1561.0,23.8,30,Late
9012543,504181,2026-06-04,2063.37,2104.37,2080.33,24.04,0,Paid
9012544,504182,2022-07-27,4026.06,3999.9,3975.31,24.59,0,Paid
9012545,504182,2022-10-25,4047.03,4014.4,3989.68,24.72,0,Paid
9012546,504182,2023-01-23,3776.4,3539.78,3516.71,23.07,45,Late
9012547,504183,2019-11-02,1004.79,942.19,931.73,10.47,90,Late
9012548,504183,2020-01-31,936.71,861.81,852.05,9.76,60,Late
9012549,504183,2020-04-30,1009.55,805.2,794.68,10.52,90,Late
9012550,504184,2021-10-21,9133.01,9073.07,8966.06,107.01,0,Paid
9012551,504184,2022-01-19,9516.11,7472.56,7361.06,111.5,5,Late
9012552,504184,2022-04-19,9792.48,9777.24,9662.5,114.74,0,Paid
9012553,504185,2020-09-09,13188.28,12412.77,12319.9,92.87,45,Late
9012554,504185,2020-12-08,13157.71,13325.22,13232.57,92.65,0,Paid
9012555,504185,2021-03-08,13133.1,13187.45,13094.97,92.48,0,Paid
9012556,504186,2019-01-13,993.56,1020.57,1009.27,11.3,0,Paid
9012557,504186,2019-04-13,1038.11,1055.24,1043.44,11.81,0,Paid
9012558,504186,2019-07-12,1038.96,1069.03,1057.22,11.82,0,Paid
9012559,504187,2021-06-01,14981.24,14492.71,14428.67,64.04,15,Late
9012560,504187,2021-08-30,14796.8,12900.85,12837.59,63.26,15,Late
9012561,504187,2021-11-28,14860.48,11587.64,11524.11,63.53,15,Late
9012562,504188,2023-09-05,722.96,735.39,732.05,3.34,0,Paid
9012563,504188,2023-12-04,764.43,779.23,775.7,3.53,0,Paid
9012564,504188,2024-03-03,744.17,729.43,725.99,3.44,15,Late
9012565,504189,2023-01-23,1850.33,1835.66,1826.74,8.93,0,Paid
9012566,504189,2023-04-23,1830.21,1777.26,1768.43,8.83,0,Paid
9012567,504189,2023-07-22,1873.48,1719.72,1710.68,9.04,15,Late
9012568,504190,2020-05-10,8867.84,8728.52,8629.27,99.25,0,Paid
9012569,504190,2020-08-08,9176.16,7157.72,7055.03,102.7,5,Late
9012570,504190,2020-11-06,9474.69,9242.23,9136.2,106.04,45,Late
9012571,504191,2021-12-31,14369.73,14609.13,14442.56,166.57,120,Late
9012572,504191,2022-03-31,14308.62,14543.85,14377.99,165.86,60,Late
9012573,504191,2022-06-29,14929.3,11708.84,11535.79,173.06,60,Late
9012574,504192,2025-02-17,13838.02,13533.52,13407.02,126.5,0,Paid
9012575,504192,2025-05-18,14500.28,14475.09,14342.54,132.56,45,Late
9012576,504192,2025-08-16,13204.22,13447.6,13326.89,120.71,0,Paid
9012577,504193,2024-05-15,1351.15,1325.24,1309.78,15.46,5,Late
9012578,504193,2024-08-13,1364.25,1387.95,1372.34,15.61,0,Paid
9012579,504193,2024-11-11,1301.4,1303.3,1288.41,14.89,0,Paid
9012580,504194,2020-07-10,7642.95,7420.65,7393.96,26.69,5,Late
9012581,504194,2020-10-08,8307.7,8212.34,8183.34,29.01,0,Paid
9012582,504194,2021-01-06,7873.16,7660.43,7632.94,27.49,0,Paid
9012583,504195,2021-11-13,2103.12,1834.93,1812.57,22.36,10,Late
9012584,504195,2022-02-11,2258.32,2252.7,2228.68,24.01,0,Paid
9012585,504195,2022-05-12,2100.6,2121.79,2099.46,22.34,0,Paid
9012586,504196,2021-10-03,7941.68,7574.94,7529.88,45.07,45,Late
9012587,504196,2022-01-01,7961.22,7814.56,7769.38,45.18,0,Paid
9012588,504196,2022-04-01,7849.8,6854.84,6810.29,44.55,5,Late
9012589,504197,2022-11-24,6705.16,5563.58,5519.66,43.92,60,Late
9012590,504197,2023-02-22,6670.12,5490.22,5446.53,43.69,45,Late
9012591,504197,2023-05-23,6616.13,6768.86,6725.52,43.34,60,Late
9012592,504198,2023-04-20,15270.05,15665.43,15523.54,141.88,0,Paid
9012593,504198,2023-07-19,14384.43,14511.0,14377.34,133.66,0,Paid
9012594,504198,2023-10-17,14541.68,14674.59,14539.48,135.12,0,Paid
9012595,504199,2023-01-16,751.51,695.02,686.73,8.29,45,Late
9012596,504199,2023-04-16,718.95,725.42,717.5,7.93,0,Paid
9012597,504199,2023-07-15,719.15,714.01,706.09,7.93,0,Paid
9012598,504200,2020-02-01,1337.59,1059.17,1052.4,6.77,45,Late
9012599,504200,2020-05-01,1390.54,1407.69,1400.66,7.03,0,Paid
9012600,504200,2020-07-30,1376.59,1342.85,1335.89,6.96,0,Paid
9012601,504201,2024-02-03,9920.29,9963.18,9929.7,33.48,10,Late
9012602,504201,2024-05-03,10099.52,9927.9,9893.81,34.09,0,Paid
9012603,504201,2024-08-01,10083.78,10142.16,10108.12,34.03,0,Paid
9012604,504202,2019-11-23,14479.48,14536.33,14431.12,105.22,15,Late
9012605,504202,2020-02-21,14848.62,14776.37,14668.47,107.9,60,Late
9012606,504202,2020-05-21,15289.76,15488.87,15377.77,111.11,15,Late
9012607,504203,2022-09-02,11012.93,9847.9,9786.23,61.67,60,Late
9012608,504203,2022-12-01,10769.93,8577.35,8517.04,60.31,90,Late
9012609,504203,2023-03-01,10609.69,8228.05,8168.63,59.41,90,Late
9012610,504204,2020-08-04,7746.35,7771.4,7737.45,33.95,0,Paid
9012611,504204,2020-11-02,7362.51,7237.15,7204.88,32.27,0,Paid
9012612,504204,2021-01-31,7848.38,7845.67,7811.27,34.4,0,Paid
9012613,504205,2020-11-01,226.98,178.96,177.1,1.86,15,Late
9012614,504205,2021-01-30,236.61,231.93,230.0,1.94,0,Paid
9012615,504205,2021-04-30,221.12,226.77,224.96,1.81,0,Paid
9012616,504206,2022-09-18,1373.41,1361.23,1346.22,15.0,0,Paid
9012617,504206,2022-12-17,1344.87,1329.64,1314.95,14.69,0,Paid
9012618,504206,2023-03-17,1398.19,1415.23,1399.95,15.28,0,Paid
9012619,504207,2021-03-20,319.99,320.32,317.39,2.93,0,Paid
9012620,504207,2021-06-18,320.45,313.62,310.69,2.93,0,Paid
9012621,504207,2021-09-16,318.17,322.1,319.19,2.91,0,Paid
9012622,504208,2019-06-01,1941.39,1976.43,1966.59,9.84,60,Late
9012623,504208,2019-08-30,2003.55,1595.66,1585.51,10.15,60,Late
9012624,504208,2019-11-28,2055.56,1738.34,1727.93,10.41,60,Late
9012625,504209,2023-09-26,14707.43,13049.86,12922.76,127.1,45,Late
9012626,504209,2023-12-25,15539.3,12447.46,12313.17,134.29,60,Late
9012627,504209,2024-03-24,15483.8,15552.37,15418.56,133.81,120,Late
9012628,504210,2025-09-22,7829.3,6985.0,6906.18,78.81,45,Late
9012629,504210,2025-12-21,8072.91,7957.58,7876.32,81.27,15,Late
9012630,504210,2026-03-21,7983.23,6109.41,6029.04,80.36,15,Late
9012631,504211,2021-05-06,14539.9,13391.09,13271.62,119.47,90,Late
9012632,504211,2021-08-04,14852.82,14914.86,14792.82,122.04,0,Paid
9012633,504211,2021-11-02,15005.32,15293.2,15169.91,123.29,0,Paid
9012634,504212,2022-06-21,593.92,551.65,547.65,4.0,10,Late
9012635,504212,2022-09-19,583.17,458.32,454.39,3.93,5,Late
9012636,504212,2022-12-18,628.84,549.15,544.91,4.24,5,Late
9012637,504213,2019-02-24,6443.54,6359.41,6315.75,43.66,0,Paid
9012638,504213,2019-05-25,6797.72,6947.8,6901.74,46.05,0,Paid
9012639,504213,2019-08-23,6804.98,6771.44,6725.34,46.1,0,Paid
9012640,504214,2023-06-18,13421.22,13233.96,13100.65,133.32,0,Paid
9012641,504214,2023-09-16,13633.92,13838.45,13703.02,135.43,0,Paid
9012642,504214,2023-12-15,14073.73,14248.64,14108.84,139.8,0,Paid
9012643,504215,2021-06-15,822.28,802.14,796.34,5.8,0,Paid
9012644,504215,2021-09-13,800.52,787.64,782.0,5.64,0,Paid
9012645,504215,2021-12-12,809.36,695.77,690.06,5.71,60,Late
9012646,504216,2024-01-26,5312.9,5233.82,5182.33,51.49,60,Late
9012647,504216,2024-04-25,5324.35,5271.49,5219.89,51.6,0,Paid
9012648,504216,2024-07-24,4890.82,4935.46,4888.06,47.4,0,Paid
9012649,504217,2024-02-19,1670.72,1666.57,1647.26,19.31,0,Paid
9012650,504217,2024-05-19,1763.91,1500.09,1479.7,20.39,10,Late
9012651,504217,2024-08-17,1801.56,1837.96,1817.14,20.82,0,Paid
9012652,504218,2020-02-05,981.24,799.24,794.38,4.87,5,Late
9012653,504218,2020-05-05,924.06,728.47,723.89,4.58,60,Late
9012654,504218,2020-08-03,979.42,991.02,986.17,4.86,0,Paid
9012655,504219,2021-05-15,570.49,481.65,474.75,6.89,120,Late
9012656,504219,2021-08-13,581.19,526.93,519.9,7.02,60,Late
9012657,504219,2021-11-11,552.97,450.58,443.9,6.68,45,Late
9012658,504220,2019-09-04,751.65,750.37,742.02,8.35,0,Paid
9012659,504220,2019-12-03,814.03,808.88,799.84,9.04,0,Paid
9012660,504220,2020-03-02,794.57,809.81,800.98,8.83,0,Paid
9012661,504221,2025-05-07,2716.43,2131.27,2115.38,15.89,10,Late
9012662,504221,2025-08-05,2634.8,2536.45,2521.04,15.41,30,Late
9012663,504221,2025-11-03,2630.83,2534.03,2518.64,15.39,45,Late
9012664,504222,2020-01-04,4875.32,4808.85,4781.8,27.06,0,Paid
9012665,504222,2020-04-03,5079.08,5132.8,5104.61,28.19,0,Paid
9012666,504222,2020-07-02,5346.66,5353.92,5324.25,29.67,0,Paid
9012667,504223,2019-06-01,1088.07,837.82,831.89,5.93,90,Late
9012668,504223,2019-08-30,1136.51,974.44,968.25,6.19,5,Late
9012669,504223,2019-11-28,1099.31,1117.22,1111.23,5.99,0,Paid
9012670,504224,2021-01-06,880.08,874.17,870.18,3.99,0,Paid
9012671,504224,2021-04-06,878.06,867.04,863.06,3.98,0,Paid
9012672,504224,2021-07-05,887.95,890.57,886.54,4.03,0,Paid
9012673,504225,2024-10-17,13150.68,10955.26,10832.96,122.3,15,Late
9012674,504225,2025-01-15,13435.33,12649.01,12524.06,124.95,5,Late
9012675,504225,2025-04-15,13103.12,12790.5,12668.64,121.86,0,Paid
9012676,504226,2023-10-21,7710.49,5811.18,5782.4,28.79,15,Late
9012677,504226,2024-01-19,7793.65,5895.83,5866.73,29.1,15,Late
9012678,504226,2024-04-18,7396.13,7270.02,7242.41,27.61,60,Late
9012679,504227,2025-06-09,7681.54,7685.3,7640.17,45.13,0,Paid
9012680,504227,2025-09-07,7724.06,7936.8,7891.42,45.38,0,Paid
9012681,504227,2025-12-06,7793.58,7652.57,7606.79,45.79,0,Paid
9012682,504228,2019-06-27,1358.08,1322.48,1310.61,11.87,0,Paid
9012683,504228,2019-09-25,1373.65,1405.41,1393.41,12.01,0,Paid
9012684,504228,2019-12-24,1342.74,1312.04,1300.3,11.74,0,Paid
9012685,504229,2019-04-08,9335.01,9342.47,9252.47,90.01,0,Paid
9012686,504229,2019-07-07,9303.56,9504.38,9414.68,89.7,60,Late
9012687,504229,2019-10-05,9307.13,7562.34,7472.6,89.74,45,Late
9012688,504230,2019-01-22,12463.69,11830.02,11741.73,88.28,10,Late
9012689,504230,2019-04-22,12747.03,11806.16,11715.87,90.29,45,Late
9012690,504230,2019-07-21,12279.45,9327.07,9240.09,86.98,15,Late
9012691,504231,2019-01-26,428.64,438.63,435.17,3.45,0,Paid
9012692,504231,2019-04-26,416.32,406.26,402.91,3.35,15,Late
9012693,504231,2019-07-25,405.22,414.87,411.61,3.26,0,Paid
9012694,504232,2020-11-18,1769.6,1678.15,1663.65,14.5,10,Late
9012695,504232,2021-02-16,1732.19,1767.81,1753.62,14.19,0,Paid
9012696,504232,2021-05-17,1755.76,1790.86,1776.48,14.38,0,Paid
9012697,504233,2023-06-23,1767.91,1330.43,1309.96,20.48,45,Late
9012698,504233,2023-09-21,1809.9,1857.58,1836.61,20.96,0,Paid
9012699,504233,2023-12-20,1712.09,1372.22,1352.39,19.83,45,Late
9012700,504234,2024-08-23,5424.57,5295.84,5262.21,33.63,0,Paid
9012701,504234,2024-11-21,5451.32,5599.46,5565.67,33.8,0,Paid
9012702,504234,2025-02-19,5318.52,5208.57,5175.59,32.97,0,Paid
9012703,504235,2019-12-08,9228.02,9461.53,9424.39,37.14,0,Paid
9012704,504235,2020-03-07,9259.33,9274.56,9237.29,37.27,0,Paid
9012705,504235,2020-06-05,9741.13,8969.15,8929.94,39.21,30,Late
9012706,504236,2022-02-12,3418.95,3436.77,3426.4,10.37,0,Paid
9012707,504236,2022-05-13,3581.25,3581.38,3570.52,10.86,0,Paid
9012708,504236,2022-08-11,3630.66,3501.8,3490.79,11.01,10,Late
9012709,504237,2025-01-11,686.42,670.48,665.95,4.53,0,Paid
9012710,504237,2025-04-11,684.57,697.62,693.1,4.52,0,Paid
9012711,504237,2025-07-10,624.66,585.57,581.45,4.12,30,Late
9012712,504238,2025-06-08,15617.35,15275.45,15133.86,141.6,0,Paid
9012713,504238,2025-09-06,15116.95,13684.05,13546.99,137.06,10,Late
9012714,504238,2025-12-05,15109.87,13988.26,13851.27,137.0,5,Late
9012715,504239,2025-11-05,727.83,713.44,709.51,3.93,0,Paid
9012716,504239,2026-02-03,717.75,609.28,605.4,3.88,45,Late
9012717,504239,2026-05-04,741.22,725.64,721.63,4.0,0,Paid
9012718,504240,2023-07-09,1415.69,1390.92,1380.64,10.28,0,Paid
9012719,504240,2023-10-07,1363.72,1332.66,1322.76,9.9,0,Paid
9012720,504240,2024-01-05,1423.83,1257.68,1247.35,10.33,60,Late
9012721,504241,2021-06-28,1525.68,1511.77,1498.08,13.69,0,Paid
9012722,504241,2021-09-26,1533.72,1552.16,1538.4,13.77,0,Paid
9012723,504241,2021-12-25,1613.11,1585.19,1570.72,14.48,0,Paid
9012724,504242,2021-01-23,1351.47,1311.48,1302.98,8.5,0,Paid
9012725,504242,2021-04-23,1392.04,1231.26,1222.5,8.76,30,Late
9012726,504242,2021-07-22,1340.21,1377.71,1369.28,8.43,0,Paid
9012727,504243,2025-06-24,10754.71,11000.04,10886.49,113.55,0,Paid
9012728,504243,2025-09-22,11203.68,11386.26,11267.97,118.29,0,Paid
9012729,504243,2025-12-21,11321.34,9812.41,9692.88,119.53,5,Late
9012730,504244,2021-06-11,4624.64,4559.14,4532.82,26.32,0,Paid
9012731,504244,2021-09-09,4496.53,3409.43,3383.84,25.59,15,Late
9012732,504244,2021-12-08,4388.78,4518.43,4493.45,24.98,90,Late
9012733,504245,2020-02-16,549.93,548.05,541.88,6.17,15,Late
9012734,504245,2020-05-16,580.98,566.6,560.08,6.52,0,Paid
9012735,504245,2020-08-14,573.75,573.69,567.26,6.44,0,Paid
9012736,504246,2025-05-30,2123.26,1861.96,1846.72,15.23,120,Late
9012737,504246,2025-08-28,2062.11,2070.73,2055.94,14.8,90,Late
9012738,504246,2025-11-26,2020.93,1756.7,1742.2,14.5,120,Late
9012739,504247,2023-11-23,1249.37,1223.08,1212.64,10.44,0,Paid
9012740,504247,2024-02-21,1299.59,1306.33,1295.46,10.86,0,Paid
9012741,504247,2024-05-21,1351.28,1216.78,1205.48,11.29,10,Late
9012742,504248,2019-09-08,14602.38,14068.62,13947.17,121.44,5,Late
9012743,504248,2019-12-07,15610.85,14315.47,14185.64,129.83,5,Late
9012744,504248,2020-03-06,15639.5,15602.62,15472.55,130.07,0,Paid
9012745,504249,2019-07-24,1861.98,1809.18,1801.06,8.12,0,Paid
9012746,504249,2019-10-22,1761.62,1370.65,1362.97,7.68,10,Late
9012747,504249,2020-01-20,1792.98,1786.6,1778.79,7.81,0,Paid
9012748,504250,2020-03-06,5047.02,5167.38,5131.55,35.83,0,Paid
9012749,504250,2020-06-04,5103.9,5202.81,5166.57,36.24,0,Paid
9012750,504250,2020-09-02,4919.17,4774.27,4739.35,34.93,0,Paid
9012751,504251,2022-09-11,7102.17,7097.0,7016.87,80.14,0,Paid
9012752,504251,2022-12-10,6726.64,5907.25,5831.35,75.9,15,Late
9012753,504251,2023-03-10,6515.49,6400.08,6326.56,73.52,0,Paid
9012754,504252,2021-01-19,1784.04,1780.92,1774.78,6.14,0,Paid
9012755,504252,2021-04-19,1735.43,1761.4,1755.43,5.97,0,Paid
9012756,504252,2021-07-18,1844.05,1864.24,1857.9,6.35,0,Paid
9012757,504253,2020-01-13,685.15,668.88,666.86,2.02,0,Paid
9012758,504253,2020-04-12,746.1,570.95,568.76,2.19,30,Late
9012759,504253,2020-07-11,681.91,663.19,661.19,2.01,0,Paid
9012760,504254,2025-04-28,2238.45,2015.46,1990.02,25.44,30,Late
9012761,504254,2025-07-27,2386.17,2448.38,2421.26,27.12,0,Paid
9012762,504254,2025-10-25,2418.87,2438.96,2411.46,27.49,0,Paid
9012763,504255,2022-02-15,14427.12,14449.97,14320.6,129.36,0,Paid
9012764,504255,2022-05-16,14472.32,13715.18,13585.41,129.77,10,Late
9012765,504255,2022-08-14,13757.3,10528.02,10404.66,123.36,30,Late
9012766,504256,2023-09-09,596.61,581.35,574.34,7.01,0,Paid
9012767,504256,2023-12-08,591.92,574.67,567.71,6.96,45,Late
9012768,504256,2024-03-07,631.91,647.6,640.17,7.42,0,Paid
9012769,504257,2020-07-02,9165.03,7000.53,6946.91,53.62,15,Late
9012770,504257,2020-09-30,8683.24,8422.86,8372.06,50.8,0,Paid
9012771,504257,2020-12-29,9213.58,9093.5,9039.6,53.9,0,Paid
9012772,504258,2023-11-01,1190.3,1196.57,1188.38,8.19,45,Late
9012773,504258,2024-01-30,1223.57,1225.73,1217.31,8.42,0,Paid
9012774,504258,2024-04-29,1142.71,942.26,934.4,7.87,45,Late
9012775,504259,2023-12-13,2171.0,2188.58,2167.81,20.77,0,Paid
9012776,504259,2024-03-12,1981.25,2034.83,2015.87,18.95,0,Paid
9012777,504259,2024-06-10,2133.69,2126.11,2105.69,20.41,0,Paid
9012778,504260,2025-10-21,1554.12,1549.38,1544.62,4.77,0,Paid
9012779,504260,2026-01-19,1429.55,1392.81,1388.43,4.38,0,Paid
9012780,504260,2026-04-19,1546.3,1524.23,1519.48,4.74,0,Paid
9012781,504261,2024-11-03,13688.13,13449.79,13288.5,161.29,0,Paid
9012782,504261,2025-02-01,12771.58,12819.52,12669.02,150.49,0,Paid
9012783,504261,2025-05-02,13476.23,13590.15,13431.35,158.79,5,Late
9012784,504262,2021-01-02,6194.63,6153.45,6101.93,51.52,0,Paid
9012785,504262,2021-04-02,6018.94,5980.4,5930.34,50.06,0,Paid
9012786,504262,2021-07-01,6153.42,6141.6,6090.42,51.18,0,Paid
9012787,504263,2021-03-10,509.53,514.98,509.35,5.63,0,Paid
9012788,504263,2021-06-08,526.94,529.24,523.42,5.82,5,Late
9012789,504263,2021-09-06,541.36,451.21,445.23,5.98,30,Late
9012790,504264,2020-11-17,9640.11,9824.57,9781.83,42.74,0,Paid
9012791,504264,2021-02-15,9315.13,9486.52,9445.22,41.3,0,Paid
9012792,504264,2021-05-16,9657.44,9640.34,9597.53,42.81,0,Paid
9012793,504265,2024-12-17,2156.89,2176.85,2169.86,6.99,0,Paid
9012794,504265,2025-03-17,2138.11,2188.34,2181.41,6.93,0,Paid
9012795,504265,2025-06-15,2216.84,2257.3,2250.12,7.19,0,Paid
9012796,504266,2019-05-13,15181.09,15143.43,15061.45,81.98,0,Paid
9012797,504266,2019-08-11,15566.91,14655.09,14571.03,84.06,10,Late
9012798,504266,2019-11-09,14214.18,13820.97,13744.21,76.76,0,Paid
9012799,504267,2020-10-14,15090.48,14710.66,14551.96,158.7,0,Paid
9012800,504267,2021-01-12,15598.22,15554.03,15389.99,164.04,0,Paid
9012801,504267,2021-04-12,14384.71,14118.81,13967.53,151.28,0,Paid
9012802,504268,2024-03-11,15065.75,14480.67,14317.83,162.84,30,Late
9012803,504268,2024-06-09,14459.89,12325.62,12169.33,156.29,5,Late
9012804,504268,2024-09-07,14982.98,14954.57,14792.63,161.94,0,Paid
9012805,504269,2024-03-08,11835.21,10938.23,10874.22,64.01,90,Late
9012806,504269,2024-06-06,11523.03,10599.64,10537.32,62.32,90,Late
9012807,504269,2024-09-04,11379.74,10528.22,10466.67,61.55,60,Late
9012808,504270,2021-05-01,2033.61,1762.29,1748.09,14.2,45,Late
9012809,504270,2021-07-30,2063.5,2055.77,2041.36,14.41,0,Paid
9012810,504270,2021-10-28,2009.48,1992.52,1978.49,14.03,0,Paid
9012811,504271,2021-07-13,15206.58,15180.33,15083.39,96.94,0,Paid
9012812,504271,2021-10-11,15443.02,15881.38,15782.93,98.45,0,Paid
9012813,504271,2022-01-09,15452.07,15444.04,15345.53,98.51,0,Paid
9012814,504272,2021-06-23,485.51,388.52,384.73,3.79,30,Late
9012815,504272,2021-09-21,485.33,479.99,476.2,3.79,0,Paid
9012816,504272,2021-12-20,480.54,471.46,467.7,3.75,0,Paid
9012817,504273,2019-08-17,14562.62,12179.31,12113.42,65.9,45,Late
9012818,504273,2019-11-15,14524.66,13202.96,13137.24,65.72,60,Late
9012819,504273,2020-02-13,14846.37,11318.35,11251.18,67.18,45,Late
9012820,504274,2022-04-02,2285.51,2221.75,2204.99,16.76,0,Paid
9012821,504274,2022-07-01,2299.87,2210.07,2193.2,16.87,5,Late
9012822,504274,2022-09-29,2315.66,2249.83,2232.85,16.98,0,Paid
9012823,504275,2022-10-21,12162.95,11848.32,11706.42,141.9,0,Paid
9012824,504275,2023-01-19,12008.24,11477.95,11337.86,140.1,5,Late
9012825,504275,2023-04-19,11873.98,12078.98,11940.45,138.53,0,Paid
9012826,504276,2021-11-09,1792.42,1745.52,1735.47,10.05,0,Paid
9012827,504276,2022-02-07,1812.66,1828.31,1818.15,10.17,0,Paid
9012828,504276,2022-05-08,1838.26,1852.63,1842.32,10.31,0,Paid
9012829,504277,2019-12-03,7508.24,7088.41,7066.39,22.02,45,Late
9012830,504277,2020-03-02,7778.22,7635.77,7612.96,22.82,0,Paid
9012831,504277,2020-05-31,7838.56,8006.64,7983.65,22.99,0,Paid
9012832,504278,2019-12-21,14257.37,13816.63,13663.84,152.79,30,Late
9012833,504278,2020-03-20,14471.03,14187.75,14032.67,155.08,0,Paid
9012834,504278,2020-06-18,15182.42,15203.32,15040.62,162.7,60,Late
9012835,504279,2024-06-12,514.99,407.94,406.23,1.71,5,Late
9012836,504279,2024-09-10,501.43,407.62,405.96,1.66,5,Late
9012837,504279,2024-12-09,545.01,560.55,558.75,1.81,0,Paid
9012838,504280,2021-07-20,3410.26,3338.7,3319.2,19.5,0,Paid
9012839,504280,2021-10-18,3649.98,3720.83,3699.96,20.87,0,Paid
9012840,504280,2022-01-16,3593.33,3520.8,3500.25,20.54,60,Late
9012841,504281,2025-04-05,14780.47,11773.32,11632.91,140.41,15,Late
9012842,504281,2025-07-04,14897.54,11387.29,11245.76,141.53,15,Late
9012843,504281,2025-10-02,15230.39,12259.37,12114.68,144.69,45,Late
9012844,504282,2023-11-20,5013.91,4509.54,4485.89,23.65,60,Late
9012845,504282,2024-02-18,5263.69,4124.02,4099.2,24.83,45,Late
9012846,504282,2024-05-18,5206.29,4785.76,4761.2,24.56,15,Late
9012847,504283,2020-11-28,640.96,639.37,634.72,4.64,0,Paid
9012848,504283,2021-02-26,606.73,617.84,613.45,4.39,0,Paid
9012849,504283,2021-05-27,631.23,612.99,608.41,4.57,90,Late
9012850,504284,2021-03-15,15550.09,13741.05,13588.79,152.26,45,Late
9012851,504284,2021-06-13,14377.09,14321.73,14180.96,140.78,45,Late
9012852,504284,2021-09-11,15467.21,14208.06,14056.61,151.45,45,Late
9012853,504285,2022-11-28,2159.49,2048.28,2037.5,10.78,10,Late
9012854,504285,2023-02-26,2129.4,2145.41,2134.78,10.63,0,Paid
9012855,504285,2023-05-27,2165.68,1638.11,1627.3,10.81,15,Late
9012856,504286,2021-10-05,14354.8,14665.37,14509.5,155.87,0,Paid
9012857,504286,2022-01-03,13753.87,13718.35,13569.0,149.34,0,Paid
9012858,504286,2022-04-03,13985.13,10558.85,10407.0,151.86,30,Late
