loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,loan_status,state,origination_date,maturity_date
504135,11208,Personal Loan,9367.58,1768.88,5.23,Active,Michigan,28-08-2019,10-06-2034
504136,12640,Mortgage,736096.89,306843.44,7.65,Active,Texas,21-04-2023,01-02-2038
504137,11077,Business Loan,368302.65,176653.27,7.51,Active,Washington,14-04-2025,19-03-2030
504138,10076,Personal Loan,33288.25,24900.15,12.2,Active,Ohio,18-08-2022,31-05-2037
504139,10498,Mortgage,373549.08,334774.85,8.42,Active,Virginia,20-12-2024,14-11-2031
504140,10796,Auto Loan,66541.46,10295.45,4.62,Fully Paid,Virginia,24-01-2021,24-12-2026
504141,11465,Business Loan,53187.43,40724.56,14.29,Fully Paid,Washington,15-03-2025,07-02-2032
504142,10158,Personal Loan,58508.47,19260.32,3.81,Active,Georgia,14-10-2022,18-09-2027
504143,11268,Business Loan,355606.75,335530.14,6.81,Closed,Texas,13-08-2020,27-05-2035
504144,12305,Auto Loan,28626.62,14488.99,8.52,Active,Arizona,10-11-2019,09-10-2025
504145,12327,Mortgage,294322.95,73874.88,13.4,Active,Arizona,04-04-2019,19-03-2022
504146,12272,Business Loan,143659.98,45077.42,5.43,Defaulted,Florida,17-03-2020,03-12-2039
504147,12413,Business Loan,381134.54,359213.6,8.22,Active,New York,11-05-2024,05-12-2053
504148,10282,Business Loan,491359.27,138733.55,7.45,Active,California,27-06-2019,26-05-2025
504149,12029,Personal Loan,15020.37,5623.3,13.19,Active,Washington,16-07-2022,30-06-2025
504150,12883,Auto Loan,84097.87,35419.13,6.48,Active,Pennsylvania,28-06-2023,01-06-2028
504151,12071,Mortgage,741017.85,191767.43,13.56,Active,Massachusetts,05-12-2022,09-11-2027
504152,11176,Mortgage,408448.71,179638.46,9.34,Active,Virginia,27-08-2022,26-07-2028
504153,12181,Mortgage,847675.14,381697.11,5.64,Active,Washington,17-08-2023,25-06-2033
504154,11739,Personal Loan,21802.18,16447.36,13.39,Fully Paid,Ohio,04-10-2025,30-04-2055
504155,10124,Mortgage,515026.62,288823.83,12.5,Active,North Carolina,29-08-2023,28-07-2029
504156,12782,Business Loan,507536.69,260126.57,9.73,Defaulted,New York,19-07-2021,05-04-2041
504157,10248,Mortgage,354254.61,136872.6,14.02,Defaulted,Massachusetts,28-10-2019,26-09-2025
504158,12177,Auto Loan,15386.73,9850.63,3.94,Fully Paid,Massachusetts,02-04-2019,17-03-2022
504159,10360,Personal Loan,31358.69,16995.77,8.73,Active,Florida,04-09-2020,14-08-2024
504160,10133,Equipment Loan,219741.99,162711.82,4.05,Active,Arizona,19-02-2020,28-12-2029
504161,10027,Business Loan,373362.04,189971.1,4.68,Delinquent,Illinois,23-12-2021,27-11-2026
504162,10998,Auto Loan,54545.82,39242.32,7.52,Fully Paid,Michigan,29-12-2023,08-12-2027
504163,10481,Mortgage,281657.31,262058.2,10.8,Active,Pennsylvania,14-09-2022,27-06-2037
504164,10783,Personal Loan,74074.65,68141.38,6.91,Fully Paid,Washington,05-02-2022,15-01-2026
504165,10172,Personal Loan,44269.51,42061.61,4.5,Fully Paid,Michigan,13-10-2020,27-07-2035
504166,10706,Personal Loan,48668.93,12952.56,12.69,Active,Washington,20-09-2024,20-08-2030
504167,10888,Auto Loan,52296.57,15588.6,11.73,Fully Paid,New York,02-10-2021,01-09-2027
504168,11312,Auto Loan,68224.85,62538.01,5.42,Delinquent,Arizona,29-03-2022,26-02-2028
504169,10312,Mortgage,657730.76,218024.13,13.97,Active,Pennsylvania,29-11-2020,08-10-2030
504170,10336,Business Loan,59724.98,28306.58,9.94,Delinquent,Virginia,09-12-2024,22-09-2039
504171,11326,Business Loan,384653.46,370643.58,7.13,Fully Paid,Ohio,23-07-2021,09-04-2041
504172,11762,Mortgage,515337.08,491259.69,3.79,Active,New York,21-08-2024,30-06-2034
504173,11007,Personal Loan,28728.42,5269.05,10.35,Delinquent,Michigan,24-06-2019,11-03-2039
504174,11055,Business Loan,134069.1,53820.4,4.81,Active,Ohio,16-05-2023,24-03-2033
504175,12039,Personal Loan,16516.67,11256.69,14.03,Active,Arizona,15-05-2021,14-04-2027
504176,10114,Personal Loan,30024.86,23274.23,8.9,Active,New Jersey,18-07-2020,27-06-2024
504177,10973,Business Loan,492304.11,238285.73,6.25,Active,California,09-11-2021,18-09-2031
504178,11047,Personal Loan,62305.92,47340.1,4.18,Fully Paid,Georgia,12-06-2023,27-05-2026
504179,10797,Auto Loan,88381.42,48589.81,6.72,Fully Paid,Massachusetts,11-08-2021,21-07-2025
504180,12367,Auto Loan,19107.51,16385.23,9,Active,New Jersey,12-03-2020,14-02-2025
504181,11690,Auto Loan,73964.49,12634.54,13.98,Fully Paid,Michigan,06-12-2025,02-07-2055
504182,12015,Business Loan,142979.08,68820.86,7.33,Active,New Jersey,27-07-2022,09-05-2037
504183,11006,Auto Loan,35443.31,19057.18,12.5,Defaulted,North Carolina,02-11-2019,10-09-2029
504184,10895,Mortgage,336688.46,145110.22,14.06,Active,California,21-10-2021,17-05-2051
504185,10562,Mortgage,464785.42,360702.58,8.45,Active,Washington,09-09-2020,09-08-2026
504186,10608,Auto Loan,37285.17,19001.69,13.65,Active,Arizona,13-01-2019,21-11-2028
504187,10005,Mortgage,752965.89,449378.08,5.13,Active,Michigan,01-06-2021,25-04-2028
504188,12476,Personal Loan,27333.23,8145.52,5.54,Fully Paid,Massachusetts,05-09-2023,31-03-2053
504189,10457,Personal Loan,68143.29,59867.89,5.79,Active,Pennsylvania,23-01-2023,28-12-2027
504190,12783,Mortgage,326116.04,232343.78,13.43,Fully Paid,Georgia,10-05-2020,09-04-2026
504191,12504,Mortgage,813207.54,257974.09,13.91,Defaulted,Michigan,31-12-2021,15-12-2024
504192,11384,Business Loan,498599.52,452600.54,10.97,Fully Paid,New Jersey,17-02-2025,17-01-2031
504193,10393,Auto Loan,46944.23,45675.59,13.73,Active,New Jersey,15-05-2024,19-04-2029
504194,12248,Mortgage,287552.55,50553.27,4.19,Active,Georgia,10-07-2020,03-02-2050
504195,11282,Auto Loan,78461.88,32109.45,12.76,Active,Ohio,13-11-2021,07-10-2028
504196,12690,Business Loan,289466.05,137211.55,6.81,Active,California,03-10-2021,12-08-2031
504197,11411,Mortgage,240726.1,190305.99,7.86,Delinquent,Texas,24-11-2022,11-08-2042
504198,12888,Mortgage,670532.45,637775.87,11.15,Active,Arizona,20-04-2023,31-01-2038
504199,11092,Personal Loan,26175.96,22115.81,13.23,Active,New Jersey,16-01-2023,29-10-2037
504200,11471,Auto Loan,48145.04,32209.36,6.07,Active,Michigan,01-02-2020,26-12-2026
504201,12006,Business Loan,374659.13,333013.48,4.05,Fully Paid,North Carolina,03-02-2024,13-01-2028
504202,11616,Mortgage,835731.18,207484.31,8.72,Delinquent,Michigan,23-11-2019,05-09-2034
504203,11819,Business Loan,390195.39,171823.54,6.72,Defaulted,Texas,02-09-2022,17-08-2025
504204,11975,Mortgage,272917.8,169965.54,5.26,Active,Georgia,04-08-2020,21-04-2040
504205,10217,Personal Loan,8123.1,2929.46,9.82,Active,New Jersey,01-11-2020,10-09-2030
504206,10863,Personal Loan,48109.97,35610.29,13.11,Closed,Virginia,18-09-2022,02-09-2025
504207,12057,Personal Loan,11059.75,3606.9,10.98,Active,North Carolina,20-03-2021,17-02-2027
504208,11225,Auto Loan,71391.45,44339.97,6.08,Defaulted,Pennsylvania,01-06-2019,11-05-2023
504209,10711,Mortgage,816902.79,278190.99,10.37,Defaulted,Michigan,26-09-2023,21-04-2053
504210,10989,Business Loan,283212.36,147269.54,12.08,Delinquent,Virginia,22-09-2025,05-07-2040
504211,11283,Mortgage,523879.16,288409.7,9.86,Fully Paid,Texas,06-05-2021,15-04-2025
504212,11804,Personal Loan,22068.87,14970.57,8.09,Fully Paid,Pennsylvania,21-06-2022,15-05-2029
504213,12219,Business Loan,243004.92,104536.4,8.13,Active,Arizona,24-02-2019,11-11-2038
504214,10908,Business Loan,508039.15,119331.94,11.92,Fully Paid,North Carolina,18-06-2023,17-05-2029
504215,12981,Auto Loan,30230.46,10417.98,8.46,Active,Texas,15-06-2021,28-03-2036
504216,11124,Equipment Loan,184555.37,100415.39,11.63,Active,Ohio,26-01-2024,25-12-2029
504217,11671,Auto Loan,63040.38,24032.84,13.87,Closed,Ohio,19-02-2024,14-09-2053
504218,11960,Personal Loan,33917.98,8691.97,5.95,Active,Virginia,05-02-2020,14-12-2029
504219,12430,Auto Loan,20376.79,7224.69,14.5,Defaulted,Florida,15-05-2021,24-03-2031
504220,12352,Personal Loan,28048.56,22981.22,13.33,Fully Paid,California,04-09-2019,08-08-2024
504221,10316,Equipment Loan,93233.93,77955.65,7.02,Fully Paid,Massachusetts,07-05-2025,22-01-2045
504222,11731,Business Loan,184357.19,180484.48,6.66,Closed,New Jersey,04-01-2020,17-10-2034
504223,12959,Personal Loan,40678.47,6637.75,6.54,Active,Virginia,01-06-2019,25-12-2048
504224,12560,Auto Loan,31394.17,25306.69,5.44,Active,New York,06-01-2021,15-11-2030
504225,10565,Mortgage,470266.98,388285.55,11.16,Active,Washington,17-10-2024,26-09-2028
504226,11158,Equipment Loan,269895.59,235780.67,4.48,Delinquent,Arizona,21-10-2023,08-07-2043
504227,11208,Mortgage,273621.11,64589.44,7.05,Active,Michigan,09-06-2025,24-02-2045
504228,12486,Auto Loan,48163.16,14497.94,10.49,Active,California,27-06-2019,21-05-2026
504229,11495,Mortgage,325263.3,280640.08,11.57,Active,New Jersey,08-04-2019,02-03-2026
504230,10409,Mortgage,458022.18,443495.38,8.5,Fully Paid,New York,22-01-2019,01-01-2023
504231,10974,Auto Loan,15024.53,5960.96,9.66,Active,Massachusetts,26-01-2019,20-12-2025
504232,10784,Personal Loan,61557.51,56998.65,9.83,Active,Michigan,18-11-2020,01-09-2035
504233,12928,Auto Loan,62082.96,30378.68,13.9,Active,Washington,23-06-2023,27-05-2028
504234,10765,Business Loan,200644.31,110452.45,7.44,Active,Arizona,23-08-2024,02-07-2034
504235,12279,Mortgage,339859.23,88642.02,4.83,Active,Ohio,08-12-2019,17-11-2023
504236,10124,Equipment Loan,125791.05,39507.61,3.64,Active,North Carolina,12-02-2022,06-01-2029
504237,11160,Personal Loan,23566.47,17584.5,7.92,Active,California,11-01-2025,16-12-2029
504238,10843,Mortgage,640591.86,129828.75,10.88,Active,Michigan,08-06-2025,21-03-2040
504239,11738,Auto Loan,26081.67,4897.26,6.48,Closed,Michigan,05-11-2025,10-10-2030
504240,10267,Auto Loan,49849.79,12409.1,8.71,Fully Paid,Georgia,09-07-2023,26-03-2043
504241,11346,Personal Loan,57008.94,16670.15,10.77,Active,North Carolina,28-06-2021,07-06-2025
504242,12416,Personal Loan,48202.52,42960.09,7.55,Active,Ohio,23-01-2021,08-01-2024
504243,10674,Business Loan,395866.25,337828.76,12.67,Closed,New Jersey,24-06-2025,06-04-2040
504244,11595,Mortgage,161332.71,91481.16,6.83,Fully Paid,Georgia,11-06-2021,24-03-2036
504245,10036,Personal Loan,20592.45,17266.28,13.46,Closed,New Jersey,16-02-2020,10-01-2027
504246,10028,Auto Loan,74096.43,49083.89,8.61,Defaulted,New York,30-05-2025,29-04-2031
504247,12131,Auto Loan,46947.06,22863.68,10.03,Active,Georgia,23-11-2023,05-09-2038
504248,12010,Mortgage,848770.3,249362.84,9.98,Fully Paid,New York,08-09-2019,17-07-2029
504249,11990,Personal Loan,63968.55,29557.81,5.23,Active,North Carolina,24-07-2019,03-07-2023
504250,11109,Mortgage,180784.51,29093.91,8.52,Active,Ohio,06-03-2020,22-11-2039
504251,11981,Business Loan,246055.77,138026.84,13.54,Active,New Jersey,11-09-2022,06-04-2052
504252,11812,Equipment Loan,65294.72,49729.04,4.13,Closed,Michigan,19-01-2021,28-11-2030
504253,12591,Personal Loan,25644.09,22706.9,3.53,Fully Paid,California,13-01-2020,21-11-2029
504254,10410,Auto Loan,83943.03,13790.96,13.64,Closed,Massachusetts,28-04-2025,07-04-2029
504255,10617,Business Loan,515035.61,406714.99,10.76,Active,Georgia,15-02-2022,11-09-2051
504256,12813,Personal Loan,21856.57,15029.44,14.1,Active,Pennsylvania,09-09-2023,22-06-2038
504257,10667,Mortgage,324999.98,195787.07,7.02,Active,Virginia,02-07-2020,17-06-2023
504258,11340,Auto Loan,42104.2,7213.53,8.26,Active,Virginia,01-11-2023,27-05-2053
504259,12553,Personal Loan,74792.93,51219.57,11.48,Fully Paid,North Carolina,13-12-2023,30-08-2043
504260,10125,Personal Loan,53328.78,29993.19,3.68,Closed,Massachusetts,21-10-2025,20-09-2031
504261,11717,Mortgage,477792.73,121837.41,14.14,Fully Paid,Georgia,03-11-2024,03-10-2030
504262,10898,Mortgage,219166.28,180742.23,9.98,Closed,Massachusetts,02-01-2021,02-12-2026
504263,10300,Auto Loan,19268.92,18126.75,13.25,Fully Paid,Virginia,10-03-2021,12-02-2026
504264,11966,Mortgage,333309.39,143153.65,5.32,Active,North Carolina,17-11-2020,17-10-2026
504265,10207,Business Loan,78364.19,61171.57,3.89,Active,New York,17-12-2024,11-11-2031
504266,10152,Mortgage,538015.43,240452.02,6.48,Active,Ohio,13-05-2019,23-02-2034
504267,10422,Mortgage,568154.41,464876.76,12.62,Fully Paid,New Jersey,14-10-2020,01-07-2040
504268,11153,Mortgage,557998.35,432245.18,12.97,Fully Paid,North Carolina,11-03-2024,05-10-2053
504269,11994,Business Loan,414705.17,239626.81,6.49,Defaulted,Illinois,08-03-2024,16-02-2028
504270,10414,Personal Loan,73521.93,37655.24,8.38,Closed,Illinois,01-05-2021,31-03-2027
504271,10190,Mortgage,666050.5,515002.47,7.65,Active,Arizona,13-07-2021,17-06-2026
504272,11987,Auto Loan,17649.6,4796.96,9.37,Active,Georgia,23-06-2021,07-06-2024
504273,10847,Mortgage,592766.47,501101.93,5.43,Delinquent,Ohio,17-08-2019,27-07-2023
504274,12828,Auto Loan,79616.32,17507.84,8.8,Fully Paid,Arizona,02-04-2022,18-12-2041
504275,11465,Mortgage,417467.22,116598.72,14,Active,Washington,21-10-2022,19-09-2028
504276,10539,Auto Loan,63566.2,52911.48,6.73,Active,Michigan,09-11-2021,09-10-2027
504277,12943,Mortgage,276187.98,224663.1,3.52,Closed,Illinois,03-12-2019,28-06-2049
504278,12823,Business Loan,521566.54,361760.48,12.86,Active,North Carolina,21-12-2019,03-10-2034
504279,10222,Personal Loan,18945.64,11591.91,3.98,Active,Florida,12-06-2024,12-05-2030
504280,11435,Equipment Loan,125321.13,29773.9,6.86,Active,Ohio,20-07-2021,04-07-2024
504281,10785,Mortgage,548203.29,183557.18,11.4,Delinquent,Pennsylvania,05-04-2025,20-03-2028
504282,10802,Mortgage,183168,44262.93,5.66,Delinquent,Pennsylvania,20-11-2023,14-10-2030
504283,12640,Personal Loan,22623.21,13681.02,8.69,Active,Texas,28-11-2020,13-11-2023
504284,12839,Mortgage,808158.78,251931.28,11.75,Delinquent,Pennsylvania,15-03-2021,28-02-2024
504285,12831,Auto Loan,79287.68,24047.21,5.99,Fully Paid,New Jersey,28-11-2022,07-11-2026
504286,12235,Mortgage,510689.55,301490.68,13.03,Active,Illinois,05-10-2021,09-09-2026
504287,12747,Auto Loan,39081.7,26196.34,6.58,Closed,Michigan,09-04-2025,16-02-2035
504288,10963,Business Loan,406456.73,342177.48,12.75,Fully Paid,Georgia,20-05-2024,19-04-2030
504289,10573,Auto Loan,33116.37,11059.11,8.8,Active,Illinois,15-08-2019,19-07-2024
504290,10952,Mortgage,299917.67,146609.15,10.15,Active,Massachusetts,25-09-2021,19-08-2028
504291,12111,Mortgage,499630.91,352357.38,12.86,Fully Paid,California,28-10-2022,23-05-2052
504292,11044,Mortgage,307081.33,70885.85,10.89,Active,Virginia,10-04-2023,21-01-2038
504293,11088,Mortgage,629099.25,283333.98,3.98,Active,New York,14-02-2019,09-09-2048
504294,10285,Mortgage,167504.47,25777.98,10.75,Delinquent,Arizona,04-03-2019,31-01-2025
504295,12394,Mortgage,240231.81,57765.48,5.55,Active,Virginia,18-02-2019,28-01-2023
504296,10997,Business Loan,289610.12,196020.71,9.23,Active,Massachusetts,26-04-2023,19-11-2052
504297,12675,Personal Loan,38185.67,30034.6,4.09,Closed,Pennsylvania,27-08-2022,14-05-2042
504298,10981,Auto Loan,83130.97,16492.37,4.28,Fully Paid,North Carolina,31-05-2022,25-12-2051
504299,10497,Auto Loan,28150.47,13093.64,11.76,Delinquent,Washington,30-03-2020,16-12-2039
504300,11097,Auto Loan,79262.49,61829.2,3.86,Closed,Illinois,15-03-2021,17-02-2026
504301,11548,Auto Loan,89749.45,54097.49,11.74,Closed,New York,21-09-2022,15-08-2029
504302,10428,Equipment Loan,169983.12,77431.83,11.62,Active,Georgia,06-02-2023,24-10-2042
504303,10454,Mortgage,609537.04,437953.06,11.26,Closed,New Jersey,07-12-2024,20-09-2039
504304,10429,Mortgage,600023.02,190056.21,5.43,Active,Illinois,03-10-2024,12-09-2028
504305,12879,Mortgage,705393.43,134051.13,12.15,Fully Paid,New Jersey,23-08-2024,10-05-2044
504306,11990,Mortgage,277086.56,214703.17,5.51,Defaulted,North Carolina,19-09-2024,04-09-2027
504307,11932,Mortgage,160604.28,78322.98,3.85,Delinquent,New York,07-11-2024,25-07-2044
504308,11350,Mortgage,781299.65,305334.77,7.3,Defaulted,Illinois,03-05-2020,14-02-2035
504309,11440,Equipment Loan,271556.25,59752.08,11.38,Delinquent,New Jersey,21-10-2025,03-08-2040
504310,11554,Personal Loan,41542.88,12363.77,10.66,Fully Paid,New York,14-10-2022,09-05-2052
504311,11285,Personal Loan,15167.91,2955.26,8.19,Fully Paid,Pennsylvania,04-11-2023,30-05-2053
504312,10997,Auto Loan,25485.83,12444.09,4.72,Fully Paid,Massachusetts,12-08-2020,21-06-2030
504313,10926,Business Loan,468177.65,184344.72,7.4,Active,Ohio,16-06-2025,10-05-2032
504314,12316,Equipment Loan,35058.21,30076.91,8.86,Defaulted,Georgia,18-12-2023,26-10-2033
504315,10379,Equipment Loan,138442.49,65779.2,10.2,Defaulted,Michigan,18-01-2024,05-10-2043
504316,10206,Mortgage,466681.76,157703.3,5.53,Active,Pennsylvania,07-01-2023,22-12-2025
504317,10543,Business Loan,518703.96,120221.18,3.95,Closed,Massachusetts,03-08-2024,19-07-2027
504318,10806,Mortgage,172974.22,35362.71,6.4,Closed,Pennsylvania,23-08-2023,07-08-2026
504319,11524,Personal Loan,60963.26,43081.31,8.67,Defaulted,Georgia,06-01-2020,23-09-2039
504320,10557,Equipment Loan,35999.89,29377.24,13.47,Active,North Carolina,12-04-2020,29-12-2039
504321,12505,Mortgage,421137.56,242619.28,9.74,Closed,Virginia,09-11-2022,24-10-2025
504322,12507,Mortgage,444325.93,92627.03,11.82,Fully Paid,Washington,15-03-2024,12-02-2030
504323,12457,Mortgage,261196.17,129380.58,11.43,Active,Washington,28-10-2022,15-07-2042
504324,10580,Personal Loan,58329.25,50202.91,12.39,Active,Ohio,30-10-2021,14-10-2024
504325,11183,Business Loan,577608.63,555917.86,3.65,Active,Georgia,26-08-2021,05-08-2025
504326,12918,Equipment Loan,126306.23,86271.44,10.01,Active,Virginia,22-11-2023,04-09-2038
504327,11019,Mortgage,295055.99,239467.68,7.72,Defaulted,California,01-04-2023,11-03-2027
504328,10156,Personal Loan,71910.58,28200.56,13.59,Active,Florida,26-05-2019,03-04-2029
504329,12716,Business Loan,153372.75,95027.81,8.6,Active,Arizona,20-12-2019,04-12-2022
504330,10110,Auto Loan,40056.56,15330.86,4.79,Delinquent,New Jersey,05-11-2021,18-08-2036
504331,10668,Auto Loan,32585.81,15896.69,6.98,Defaulted,Texas,22-05-2020,21-04-2026
504332,10580,Auto Loan,58954.84,26318.34,14.33,Active,Ohio,30-10-2024,26-05-2054
504333,10324,Mortgage,183700.93,30576.38,10.71,Closed,New York,13-07-2020,30-03-2040
504334,10323,Mortgage,603304.43,114526.45,11.19,Active,Washington,17-07-2020,26-05-2030
504335,10705,Auto Loan,18488.2,3644.26,9.15,Closed,Pennsylvania,09-11-2024,25-10-2027
504336,10474,Equipment Loan,49530.7,29598.75,7.02,Active,Illinois,31-05-2022,15-05-2025
504337,10720,Mortgage,473871.21,172019.36,6.17,Delinquent,Pennsylvania,18-05-2022,28-02-2037
504338,11818,Auto Loan,68468.44,58586.67,10.26,Active,Florida,23-01-2023,01-12-2032
504339,13000,Personal Loan,7568.48,1244.76,12.01,Active,Georgia,25-08-2022,09-08-2025
504340,10631,Mortgage,764778.36,527960.15,8.17,Fully Paid,Illinois,23-07-2020,27-06-2025
504341,12353,Personal Loan,45392.04,17255.05,5.49,Active,Georgia,22-10-2021,26-09-2026
504342,12603,Auto Loan,31999.58,10443.93,4.21,Fully Paid,California,08-05-2021,22-04-2024
504343,10411,Personal Loan,42900.96,23055.54,6.51,Fully Paid,Pennsylvania,12-07-2025,26-06-2028
504344,12280,Mortgage,379419.58,185779.8,4.63,Active,Ohio,12-05-2023,05-04-2030
504345,10417,Personal Loan,7371.71,1937.18,3.93,Active,Florida,21-05-2025,15-12-2054
504346,12101,Mortgage,282421.55,145433.07,5.58,Delinquent,Washington,28-08-2025,12-08-2028
504347,10669,Business Loan,584012.82,220731.99,11.75,Defaulted,New York,12-02-2023,22-01-2027
504348,11840,Personal Loan,13074.58,8673.74,11.25,Active,New York,01-09-2021,06-08-2026
504349,11580,Personal Loan,74932.5,18122.86,11.4,Active,Ohio,20-09-2020,20-08-2026
504350,11678,Mortgage,517058.59,203663.56,11.36,Active,New Jersey,18-01-2023,05-10-2042
504351,12239,Equipment Loan,71687.12,16790.66,9.37,Active,Michigan,03-02-2023,18-01-2026
504352,10520,Mortgage,579330.14,409458.2,7.13,Active,California,10-10-2024,25-09-2027
504353,10656,Mortgage,623122.62,472135.64,13.15,Active,Pennsylvania,07-07-2021,31-01-2051
504354,11254,Auto Loan,88852.78,21822.47,8.44,Fully Paid,New York,01-09-2022,31-07-2028
504355,11166,Mortgage,634472.42,296969.27,13.26,Delinquent,Massachusetts,25-02-2022,12-11-2041
504356,10584,Mortgage,338353.85,71021.41,13.25,Active,Virginia,23-10-2024,27-09-2029
504357,10096,Mortgage,256263.29,152272.45,4.01,Fully Paid,Illinois,01-03-2022,23-01-2029
504358,12445,Mortgage,288425.11,110914.6,8.43,Active,Massachusetts,05-06-2022,13-04-2032
504359,12090,Mortgage,324606.84,139614.1,8.75,Delinquent,Massachusetts,29-06-2020,08-05-2030
504360,11806,Business Loan,575622.11,523825.41,9.59,Closed,Pennsylvania,06-01-2019,05-12-2024
504361,12329,Personal Loan,9578.96,2068.57,4.39,Fully Paid,North Carolina,14-04-2024,21-02-2034
504362,10325,Business Loan,214003.24,150564.38,12.67,Closed,California,06-09-2023,10-08-2028
504363,12352,Auto Loan,48377.07,15795.97,5.69,Active,California,16-10-2019,11-05-2049
504364,12286,Business Loan,227848.09,219556.88,14.28,Active,Pennsylvania,16-10-2021,20-09-2026
504365,12682,Equipment Loan,161303.57,127182.9,10.72,Fully Paid,Texas,19-09-2022,03-09-2025
504366,11169,Mortgage,405385.54,201135.74,7.47,Defaulted,Pennsylvania,02-02-2021,29-08-2050
504367,10972,Auto Loan,89952.66,17818.71,6.25,Active,Illinois,13-02-2024,23-01-2028
504368,12881,Business Loan,221552.22,64332.18,13.36,Defaulted,North Carolina,22-05-2019,25-04-2024
504369,11694,Auto Loan,89778.87,66731.05,10.25,Closed,North Carolina,24-03-2019,04-01-2034
504370,10703,Auto Loan,39884.91,21547.78,10.79,Active,Washington,14-10-2021,28-09-2024
504371,12065,Mortgage,400442.33,294216.26,4.23,Closed,Illinois,10-10-2021,19-09-2025
504372,10280,Equipment Loan,273702.37,128158.69,7.26,Active,California,11-11-2019,15-10-2024
504373,11903,Business Loan,389785,368191.92,10.32,Active,Georgia,05-03-2024,07-02-2029
504374,11775,Business Loan,285391.1,61131.17,5.46,Defaulted,Massachusetts,27-03-2024,03-02-2034
504375,12510,Business Loan,393527.76,124089.82,12.94,Active,Michigan,10-04-2022,25-03-2025
504376,12160,Auto Loan,61746.13,12725.11,4.66,Active,Massachusetts,13-02-2021,13-01-2027
504377,11562,Mortgage,411265.44,293945.62,8.33,Fully Paid,New Jersey,19-08-2022,29-07-2026
504378,10596,Personal Loan,46656.93,35829.86,7.43,Active,Texas,31-01-2023,09-12-2032
504379,12693,Equipment Loan,103052.43,95407.93,14.35,Delinquent,North Carolina,22-09-2020,09-06-2040
504380,12729,Mortgage,628203.63,257767.5,6.99,Active,New Jersey,17-04-2023,28-01-2038
504381,12792,Mortgage,720538.64,547007.88,6.73,Closed,Washington,14-11-2019,13-10-2025
504382,12751,Personal Loan,35794.82,14358.9,4.47,Fully Paid,Illinois,03-11-2021,03-10-2027
504383,10051,Business Loan,76299.87,14975.81,13.02,Active,North Carolina,21-02-2020,15-01-2027
504384,10034,Equipment Loan,126709.43,51467.66,12.64,Fully Paid,Florida,01-02-2024,27-08-2053
504385,12442,Equipment Loan,212189.61,48553.93,4.68,Fully Paid,Massachusetts,30-03-2023,10-01-2038
504386,12227,Personal Loan,25235.38,18040.25,4.3,Active,Massachusetts,06-04-2020,13-02-2030
504387,11760,Mortgage,520494.85,167422.87,6.52,Active,Washington,15-11-2023,25-10-2027
504388,11535,Auto Loan,58309.18,37966.33,9.91,Closed,Virginia,18-05-2024,22-04-2029
504389,12421,Mortgage,700141.27,395429.93,7.77,Defaulted,Massachusetts,22-06-2023,06-06-2026
504390,12698,Business Loan,99397.98,74700.83,13.22,Fully Paid,Illinois,01-07-2025,10-06-2029
504391,10627,Mortgage,483925.12,234327.11,13.04,Active,Michigan,03-08-2024,17-05-2039
504392,11429,Mortgage,453943.34,321022.25,8.44,Active,Georgia,30-08-2019,17-05-2039
504393,11603,Equipment Loan,59213.36,32496.29,12.35,Active,Florida,06-08-2025,21-07-2028
504394,10626,Auto Loan,32764.37,8499.01,12.39,Closed,New York,20-05-2024,24-04-2029
504395,11049,Personal Loan,65026.73,52423.3,11.65,Active,New York,08-02-2022,26-10-2041
504396,10755,Mortgage,385880.1,308749.64,7.11,Closed,New York,07-03-2024,15-02-2028
504397,10172,Personal Loan,54069.74,13567.03,4.2,Closed,Michigan,11-10-2023,19-08-2033
504398,10825,Auto Loan,59431.18,57033.04,13.37,Active,Ohio,25-03-2021,17-02-2028
504399,12467,Business Loan,107772.34,88720.97,7.15,Active,Ohio,03-12-2025,27-10-2032
504400,10620,Mortgage,295719.07,138938.61,13.12,Active,Washington,30-07-2021,09-07-2025
504401,12551,Personal Loan,22925.33,5321.75,6.87,Fully Paid,Illinois,22-07-2020,05-05-2035
504402,12930,Business Loan,281483.03,233148.44,11.89,Closed,California,14-10-2024,18-09-2029
504403,11950,Mortgage,335647.85,283312.94,9.14,Active,Arizona,11-07-2023,04-06-2030
504404,11108,Mortgage,511111.04,492651.92,3.85,Closed,Georgia,04-10-2023,18-09-2026
504405,11113,Auto Loan,74326.78,48123.18,7.64,Fully Paid,New York,07-05-2025,01-12-2054
504406,12870,Mortgage,566984.28,318274.2,13.2,Delinquent,Florida,22-07-2019,25-06-2024
504407,12786,Personal Loan,9897.11,5866.27,7.12,Active,New Jersey,28-02-2024,23-09-2053
504408,11898,Auto Loan,44300.59,27127.13,6.62,Active,Texas,28-11-2020,15-08-2040
504409,12143,Equipment Loan,276513.37,131064.42,5.73,Closed,Ohio,06-08-2025,30-06-2032
504410,11995,Mortgage,477901.72,280267.71,3.94,Active,New Jersey,04-09-2021,29-07-2028
504411,10445,Auto Loan,62073.37,32626.82,5.9,Active,Pennsylvania,01-03-2023,13-02-2026
504412,11899,Auto Loan,16723.94,11530.89,7.82,Active,Florida,15-08-2019,23-06-2029
